Date,Share Code,Year High (GHS),Year Low (GHS),Previous Closing Price VWAP (GHS),Opening Price (GHS),Closing Price VWAP (GHS),Price Change (GHS),Closing Bid Price (GHS),Last Transaction Price (GHS),Total Shares Traded,Closing Offer Price (GHS),,,,,,,,,,,
2018-03-09,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-03-12,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-03-13,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-03-14,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-03-15,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-03-16,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-03-19,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-03-20,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-03-21,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-03-22,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.11,0.1,0,,,,,,,,,,,,
2018-03-23,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,2500,,,,,,,,,,,,
2018-03-26,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-03-27,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-03-28,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-03-29,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-04-03,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-04-04,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-04-05,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-04-06,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,1000,,,,,,,,,,,,
2018-04-09,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-04-10,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,400,0.1,,,,,,,,,,,
2018-04-11,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-04-12,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-04-13,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-04-16,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-04-17,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-04-18,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-04-19,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-04-20,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-04-23,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-04-24,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,700,,,,,,,,,,,,
2018-04-25,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-04-26,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-04-27,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-04-30,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,100,0.1,,,,,,,,,,,
2018-05-02,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-05-03,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-04,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-07,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,300,0.1,,,,,,,,,,,
2018-05-08,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-05-09,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-10,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-11,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-05-14,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-15,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-16,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,,,,,,,,,,,,
2018-05-17,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-18,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-21,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-22,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-23,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-24,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-28,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-29,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-05-30,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-05-31,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-06-01,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,500,0.1,,,,,,,,,,,
2018-06-04,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-06-05,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-06-06,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-06-07,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-06-08,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.08,,,,,,,,,,,
2018-06-11,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-06-12,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-06-13,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-06-14,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-06-18,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-06-19,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-06-20,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-06-21,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-06-22,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-06-25,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,5000,0.1,,,,,,,,,,,
2018-06-26,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-06-27,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-06-28,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-06-29,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-07-03,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,4900,0.1,,,,,,,,,,,
2018-07-04,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-07-05,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-07-06,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-07-09,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,0.1,,,,,,,,,,,
2018-07-10,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-07-11,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-07-12,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-07-13,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-07-16,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-07-17,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-07-18,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-07-19,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-07-20,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-07-23,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,,,,,,,,,,,,
2018-07-24,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,0.1,,,,,,,,,,,
2018-07-25,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,,,,,,,,,,,,
2018-07-26,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-07-27,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-07-30,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,,,,,,,,,,,,
2018-07-31,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,,,,,,,,,,,,
2018-08-01,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,,,,,,,,,,,,
2018-08-02,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,,,,,,,,,,,,
2018-08-03,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-08-06,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,,,,,,,,,,,,
2018-08-07,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,,,,,,,,,,,,
2018-08-08,AYRTN,0.1,0.1,0.1,0.1,0.1,0,,0.1,0,,,,,,,,,,,,
2018-08-09,AYRTN,0.1,0.1,0.1,0.1,0.1,0,0.08,0.1,0,,,,,,,,,,,,
2018-08-10,AYRTN,0.1,0.08,0.1,0.1,0.08,-0.02,0.08,0.08,1300,,,,,,,,,,,,
2018-08-13,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-08-14,AYRTN,0.1,0.08,0.08,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,,,
2018-08-15,AYRTN,0.1,0.08,0.08,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,,,
2018-08-16,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-08-17,AYRTN,0.1,0.08,0.08,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,,,
2018-08-20,AYRTN,0.1,0.08,0.08,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,,,
2018-08-22,AYRTN,0.1,0.08,0.08,0.08,0.08,0,0.08,0.08,0,0.09,,,,,,,,,,,
2018-08-23,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-08-24,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-08-27,AYRTN,0.1,0.08,0.08,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,,,
2018-08-28,AYRTN,0.1,0.08,0.08,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,,,
2018-08-29,AYRTN,0.1,0.08,0.08,0.08,0.08,0,0.08,0.08,0,,,,,,,,,,,,
2018-08-30,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,1100,0.08,,,,,,,,,,,
2018-08-31,AYRTN,0.1,0.07,0.08,0.08,0.07,-0.01,,0.07,2000,,,,,,,,,,,,
2018-09-03,AYRTN,0.1,0.07,0.07,0.07,0.07,0,,0.07,0,0.08,,,,,,,,,,,
2018-09-04,AYRTN,0.1,0.07,0.07,0.07,0.07,0,,0.07,0,0.08,,,,,,,,,,,
2018-09-05,AYRTN,0.1,0.07,0.07,0.07,0.07,0,,0.07,0,0.08,,,,,,,,,,,
2018-09-06,AYRTN,0.1,0.07,0.07,0.07,0.07,0,,0.07,100,0.08,,,,,,,,,,,
2018-09-07,AYRTN,0.1,0.07,0.07,0.07,0.07,0,,0.07,0,0.08,,,,,,,,,,,
2018-09-10,AYRTN,0.1,0.07,0.07,0.07,0.07,0,,0.07,0,0.08,,,,,,,,,,,
2018-09-11,AYRTN,0.1,0.07,0.07,0.07,0.07,0,,0.07,0,0.08,,,,,,,,,,,
2018-09-12,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-09-13,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-09-14,AYRTN,0.1,0.08,0.08,0.08,0.08,0,0.07,0.08,0,0.08,,,,,,,,,,,
2018-09-17,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-09-18,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-09-19,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-09-20,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-09-24,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-09-25,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-09-26,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-09-27,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-09-28,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-01,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-10-02,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.48,,,,,,,,,,,
2018-10-03,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-04,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,100,0.08,,,,,,,,,,,
2018-10-05,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-08,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-10-09,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,1500,0.08,,,,,,,,,,,
2018-10-10,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-11,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-12,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-15,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-16,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-17,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-18,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-19,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-22,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-10-23,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-10-24,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,,,,,,,,,,,,
2018-10-24,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-26,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-29,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-30,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-10-31,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-01,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-02,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-05,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-06,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-07,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-08,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-09,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-12,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-13,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-14,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-15,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-16,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-19,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,5000,0.08,,,,,,,,,,,
2018-11-20,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-21,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-22,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-23,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-26,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-27,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-28,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-29,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-11-30,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-12-03,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-12-04,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-12-05,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
2018-12-06,AYRTN,0.1,0.08,0.08,0.08,0.08,0,,0.08,0,0.08,,,,,,,,,,,
